IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
4642-8-LE21;RETIRO, TRANSP. Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSO Y ESPECIALES;LE;Adjudicada a uno o varios proveedores;27/01/2021 17:29:05;CONTRATACIÓN DEL SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES, DEL CENTRO MÉDICO Y DENTAL DE TEMUCO, DEPENDIENTE LA RED DE SALUD DE CARABINEROS, POR UN PERIODO DE 24 MESES. SOLICICTUD Nº2002080 DEL 2020;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;DIRECCION DE LOGISTICA DE CARABINEROS
1488-24-LP23;PPTA 219-23 CONT. SERV. RETIRO RESIDUOS PELIGROSOS;LP;Adjudicada a uno o varios proveedores;07/06/2023 12:58:00;Se requiere contratar, de forma obligatoria, el servicio de Retiro, Traslado y Disposición Final de Residuos Peligrosos, a empresa especialista, que cuente con las autorizaciones normativas correspondientes y los insumos establecidos en las bases de esta licitación, en adelante El Servicio, en virtud de las normas y reglamentos vigentes que regulan la manipulación y tratamiento de este tipo de productos o sustancias toxicas, en concordancia con las Bases Administrativas y Especificaciones Técnicas, de prevención de riesgos, anexos y aclaraciones que pudieran formularse.;CLP;PUBLICADO;ESTIMADO;114.240.000;HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA
3901-6-L123;SERVICIO RETIRO TRANSPORTE Y DISP. FINAL RESIDUOS;L1;Adjudicada a uno o varios proveedores;27/03/2023 12:50:22;La I. Municipalidad de Bulnes, a través del Departamento de Salud Municipal, llama a licitación pública, para contratar el Servicio de Retiro, Transporte y Disposición final de Residuos Especiales y Peligrosos, desde Bodega REAS del Centro de Salud Cesfam Santa Clara, dependiente del Departamento de Salud Municipal de Bulnes, durante el año 2023, de acuerdo a  las presentes bases administrativas generales, requerimientos técnicos y anexos, las que establecen las normas y condiciones que regulan el proceso de Licitación Pública.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE BULNES
5019-4-L123;SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;L1;Adjudicada a uno o varios proveedores;23/03/2023 10:21:51;El Centro Clínico Militar “Coyhaique”, llama a Licitación Pública para celebrar el “Servicio de retiro de residuos especiales y peligrosos”, para el retiro, transporte, tratamiento y eliminación de residuos especiales y peligrosos para el II, III y IV trimestre año 2023, para el I, II, III y IV trimestre año 2024 y para el I trimestre del año 2025, en Avenida Ejército S/N, Coyhaique, Región de Aysén del General Carlos Ibáñez del Campo.;CLP;PUBLICADO;DISPONIBLE;4.800.000;COMANDO DE APOYO A LA FUERZA
619568-16-L120;SERVICIO DE RETIRO RESIDUOS NP 942;L1;Adjudicada a uno o varios proveedores;15/12/2020 11:59:00;SE REQUIERE CONTRATAR EL SERVICIO ANUAL PARA RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS EN LA RED DE SALUD MUNICIPAL DE SAN FELIPE, DE ACUERDO A LO ESTABLECIDO A BASES ADJUNTAS. LICITACION CUENTA CON VISITA A TERRENO OBLIGARIA PARA EL JUEVES 17/12/2020 A LAS 11:00 HRS., EN AVDA. SANTA TERESA N°370, SAN FELIPE.;CLP;PUBLICADO;DISPONIBLE;4.092.000;ILUSTRE MUNICIPALIDAD DE SAN FELIPE
1239966-1-LP24;SERVICIO DE MANEJO RETIRO Y TRANSPORTE DE RESIDUOS;LP;Adjudicada a uno o varios proveedores;22/01/2024 17:14:08;Regular el llamado a propuesta pública para “CONTRATO DE SERVICIOS PARA MANEJO, RETIRO Y TRANSPORTE DE RESIDUOS PELIGROSOS y ESPECIALES, AREA SALUD CORMUNAT”, que cuente con los máximos estándares de calidad, de acuerdo con la normativa vigente. En virtud de la necesidad de prevenir y controlar riesgos del personal que se desempeña y que transporta estos residuos en el Centro de Salud Familiar.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Corporación de Ecuación, Salud y Menores de Puerto Natales
2854-21-LE22;CONVENIO SUMINISTRO RETIRO MATERIALES PELIGROSOS;LE;Adjudicada a uno o varios proveedores;04/10/2022 09:52:04;Se requiere realizar un CONVENIO DE SUMINISTRO DE RETIRO DE MATERIALES ESPECIALES Y PELIGROSOS PERTENECIENTES A DISTINTAS UNIDADES DE SALUD MUNICIPAL con el objetivo de prevenir y controlar los riesgos provenientes de los residuos que se generan en los distintos establecimientos de salud, para resguardar la salud de los trabajadores, usuarios y población en general de la comuna de Puerto Varas;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE PUERTO VARAS
3632-2-L123;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS (REAS);L1;Adjudicada a uno o varios proveedores;10/01/2023 18:37:00;ADQUISICIÓN DE SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, DE LOS CENTROS DE SALUD DEPENDIENTES DEL DEPARTAMENTO DE SALUD DE LA MUNICIPALIDAD DE NOGALES.  Para que la oferta sea admisible debe: Adjuntar toda la documentación (en español) solicitada en el apartado Nº2 de los Requerimientos técnicos.;CLP;PUBLICADO;ESTIMADO;5.000.000;I MUNICIPALIDAD DE NOGALES
948354-105-LR21;CONTRATACIÓN DEL SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS PARA EL HOSPITAL DIPRECA;LR;Adjudicada a uno o varios proveedores;29/06/2021 15:10:00;El Hospital de la Dirección de Previsión de Carabineros de Chile, ubicado en Vital Apoquindo N°1.200, Comuna de Las Condes, Región Metropolitana, en adelante “EL HOSPITAL”, llama a licitación pública para la Contratación del Servicio de Retiro de Residuos Especiales y Peligrosos, en adelante “EL SERVICIO”, para un período de 24 meses, para el referido Centro Asistencial, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos anexos.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE
1642-8-LE21;SERVICIO REAS PARA HOSPITAL DE CURACAVI;LE;Adjudicada a uno o varios proveedores;17/06/2021 13:04:00;SERVICIO DE MANEJO, RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS 2021 - 2022  PARA EL HOSPITAL DE CURACAVÍ Y SUS SEDES SATÉLITES.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD METROPOLITANO OCCIDENTE HOSPITAL DE CURACAVI
3376-3-LP24;Servicio de Aseo RESPEL;LP;Adjudicada a uno o varios proveedores;11/03/2024 14:19:47;Adquisición del servicio de aseo, retiro, transporte y disposición final de residuos peligrosos de los tramos de ARICA A VALDIVIA, Coyhaique y Punta Arenas del Ejército de Chile;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;COMANDO DE APOYO A LA FUERZA
1235188-3-LP22;AUTORIZA SEGUNDO LLAMADO A LICITACIÓN PÚBLICA PARA CONTRATAR EL “SERVICIO DE RETIRO DE RESIDUOS HOSPITALARIOS ESPECIALES Y PELIGROSOS PARA ESTABLECIMIENTOS DE SALUD DE LA CMDS” POR 24 MESES;LP;Adjudicada a uno o varios proveedores;19/12/2022 11:21:29;2)	Que, para mantener un buen servicio se hace necesario realizar un segundo llamado a la licitación para contratar los “Servicios de retiro de residuos hospitalarios especiales y peligrosos para establecimientos de salud de la CMDS” por 24 meses ;CLP;PUBLICADO;ESTIMADO;88.000.000;CORP MUNICIPAL DE DESARROLLO SOCIAL DE NUNOA
1306643-17-LQ23;SERVICIO DE REAS DE CENTROS DE SALUD;LQ;Adjudicada a uno o varios proveedores;13/12/2023 12:39:00;La presente licitación, nace por la necesidad de realizar un correcto manejo de los residuos que emanan de los centros de salud de la Ilustre Municipalidad de Cerro Navia. Es por lo cual, que se requiere LA CONTRATACIÓN DEL SERVICIO DE RECOLECCIÓN, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;I.MUNICIPALIDAD DE CERRO NAVIA
3359-10-LE23;RETIRO DE DESECHOS CLINICOS REAS-RESPEL;LE;Adjudicada a uno o varios proveedores;12/06/2023 16:26:00;LA INSTALACIÓN DE SALUD REQUIERE DE UN CONTRATO DE PRESTACIÓN DE SERVICIOS PARA EL RETIRO DE MATERIAL DESECHOS CLÍNICOS, CORTOPUNZANTE, BIOLÓGICOS Y DESECHOS PELIGROSOS (REAS-RESPEL).;CLP;PUBLICADO;DISPONIBLE;3.500.000;COMANDO DE APOYO A LA FUERZA
1692-34-LE24;RETIRO RESIDUOS ESPECIALES HOSPITAL COCHRANE;LE;Adjudicada a uno o varios proveedores;27/09/2024 09:36:14;Se necesita contratar el servicio de residuos especiales y peligrosos o REAS del hospital de Cochrane por un periodo de 24 meses, o hasta completar el presupuesto disponible.;CLP;PUBLICADO;DISPONIBLE;20.000.000;SERVICIO NACIONAL DE SALUD HOSPITAL DE COCHRANE
2770-59-LQ22;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;LQ;Adjudicada a uno o varios proveedores;13/06/2022 13:58:11;La presente Propuesta Pública tiene como objeto la contratación del servicio de retiro, traslado y eliminación de residuos especiales y peligrosos, generados en los Centros de Salud Familiar (CESFAM) y Centro comunitario de Salud Familiar (CECOSF) de la comuna de Maipú, dando cumplimiento a lo dispuesto en el Reglamento sobre manejo de Residuos de Establecimientos de Atención de Salud (REAS), por un período de 24 (veinticuatro) meses.;CLP;PUBLICADO;DISPONIBLE;168.528.000;I MUNICIPALIDAD DE MAIPU
2582-23-LP21;RETIRO TRANSPORTE DISPOSICIÓN RESIDUOS PELIGROSOS;LP;Adjudicada a uno o varios proveedores;17/03/2021 22:49:00;Con el fin de prevenir y controlar los riesgos de accidentes e infección de las personas involucradas en este proceso y seguir rigurosamente los protocolos de manejo de desechos, las presentes bases técnicas pretenden regular el servicio solicitado en el retiro, transporte, tratamiento y disposición final de residuos especiales y peligrosos procedentes de Establecimientos de Salud de la Ilustre Municipalidad de Santiago.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE SANTIAGO
4738-15-LE22;SUMINISTRO SERVICIO RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS POR 24 MESES ;LE;Adjudicada a uno o varios proveedores;30/09/2022 18:55:13;CONTAR CON EL SUMINISTRO PARA EL SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS POR 24 MESES;CLP;PUBLICADO;DISPONIBLE;29.988.000;I MUNICIPALIDAD DE CODEGUA
3950-36-LE25;“SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS PARA LA DIRECCIÓN DE SALUD RURAL AÑOS 2025 Y 2026”;LE;Adjudicada a uno o varios proveedores;25/09/2025 15:57:22;Contar con un servicio de retiro oportuno, transporte seguro y una correcta disposición final de los residuos especiales y peligrosos de establecimientos dependientes de la Dirección de Salud Rural, que se ajuste a la normativa vigente, Decreto Supremo N° 6 del 2009 y el Decreto Supremo N° 148 de 2004, ambos del Ministerio de Salud, para otorgar un servicio efectivo y con las condiciones idóneas de calidad para la Dirección de Salud Rural. ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;DIRECCION SALUD RURAL
5827-1-LE23;Serv. Retiro de Residuos Especiales;LE;Adjudicada a uno o varios proveedores;04/05/2023 16:41:57;La necesidad de la Jefatura de Instalaciones de Salud de contratar para sus Centros Médicos Militares y Macrozonas de Salud el “Servicio de retiro, tratamiento, transporte y eliminación de residuos especiales y peligrosos” derivado de los procedimientos médicos y dentales que en ellos se desarrollan, permitiendo con ello mantener un seguro y normal funcionamiento de estas dependencias de Salud.;CLP;PUBLICADO;DISPONIBLE;6.800.000;COMANDO DE APOYO A LA FUERZA
3690-6-LE24;SUMINISTRO RETIRO RESIDUOS ESPECIALES Y PELIGROSOS PERIODO 2024 Y 2025;LE;Adjudicada a uno o varios proveedores;13/02/2024 15:55:00;La Ilustre Municipalidad de Las cabras, a través del Departamento de Salud Municipal, requiere contratar los  servicios de “Retiro Residuos Especiales y Peligrosos años 2024 y 2025”, de acuerdo con la legislación vigente establecida sobre el manejo de residuos especiales en Servicios de Atención Primaria de Salud. Según Decreto Supremo nro. 6, “ Aprueba Reglamento sobre Manejo de Residuos de Establecimientos de Salud (REAS)”. Es por ello que se hace necesaria la contratación de este servicio.-;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LAS CABRAS
4555-28-LE23;SUMINISTRO DE RETIRO Y ELIMINACIÓN DE RESIDUOS;LE;Adjudicada a uno o varios proveedores;18/12/2023 16:24:27;La Ilustre Municipalidad de Zapallar, en adelante e indistintamente la “MUNICIPALIDAD”, llama a licitación pública para el “SERVICIO DE RETIRO Y ELIMINACIÓN DE RESIDUOS ESPECIALES Y PELIGROSOS EN LOS CESFAM DE LA COMUNA DE ZAPALLAR”, la cual se regulará por las presentes Bases. El mandante de esta licitación es la MUNICIPALIDAD, cuyo domicilio para todos los efectos legales de esta e;CLP;PUBLICADO;DISPONIBLE;21.008.403;I MUNICIPALIDAD DE ZAPALLAR
2274-26-LE24;SERVICIO DE RETIRO MANEJO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS  DEC 417;LE;Adjudicada a uno o varios proveedores;25/03/2024 17:08:10;Dar cumplimiento a la normativa vigente y promover las condiciones ambientales de mínimo riesgo de trasmisión de infecciones a nuestro personal, usuarios y ambiente, por medio del retiro programado de desechos clínicos.;CLP;PUBLICADO;DISPONIBLE;30.000.000;I MUNICIPALIDAD DE LA PINTANA
2664-8-LE25;TRASLADO ELIMINACION RESIDUOS ESPEC. Y PELIGROSOS ;LE;Adjudicada a uno o varios proveedores;10/03/2025 16:53:00;ELIMINACION DE RESIDUOS ESPECIALES Y PELIGROSOS ASI COMO CORTO PUNZANTES A RETIRAR DESDE TODOS LOS CENTROS DE SALUD DE LA DISAM TOME PROVEYENDO TODOS LOS INSUMOS NECESARIOS PARA EL RETIRO DE LOS RESIDUOS ESPECIALES Y PELIGROSOS.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE TOME
3328-145-LQ24;JAURETIRO TRANSPORTE TRATAMIENTO Y DISPOSICIÓN FINAL CERTIFICADA DE RESIDUOS CLÍNICOS CLASIFICADOS COMO ESPECIALES Y PELIGROSOS ;LQ;Adjudicada a uno o varios proveedores;14/08/2024 14:41:14;SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL CERTIFICADA DE RESIDUOS CLÍNICOS CLASIFICADOS COMO ESPECIALES Y PELIGROSOS ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;FUERZA AEREA DE CHILE COMANDO LOGISTICO
1221016-90-LQ24;SERVICIO DE RETIRO TRANSPORTE TRATAMIENTO;LQ;Adjudicada a uno o varios proveedores;13/11/2024 12:43:19;SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS PARA CENTROS DE SALUD;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Corporación de Desarrollo de La Reina
2343-31-L125;Contratación del servicio de retiro, traslado y disposición final de productos peligrosos desde la vía pública, en la comuna de Santiago/ Pedido 964;L1;Adjudicada a uno o varios proveedores;27/08/2025 16:00:53;El servicio tiene como finalidad asegurar el retiro oportuno, transporte seguro y disposición final adecuada de residuos peligrosos, considerando el riesgo que estos representan para la salud de las personas y el medio ambiente, conforme a lo establecido en la normativa sanitaria vigente.;CLP;PUBLICADO;DISPONIBLE;6.864.699;I MUNICIPALIDAD DE SANTIAGO
2854-12-LE20;CONVENIO RETIRO MATERIALES PELIGROSOS SALUD PV;LE;Adjudicada a uno o varios proveedores;23/09/2020 11:45:00;Se requiere realizar un CONVENIO DE RETIRO DE MATERIALES ESPECIALES Y PELIGROSOS PERTENECIENTES A DISTINTAS UNIDADES DE SALUD MUNICIPAL con el objetivo de prevenir y controlar los riesgos provenientes de los residuos que se generan en los distintos establecimientos de salud municipal, para resguardar la salud de los trabajadores, usuarios y población en general de la comuna de Puerto Varas.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I. Municipalidad de Puerto Varas
5610-7-LE21;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;LE;Adjudicada a uno o varios proveedores;05/07/2021 11:56:11;Que, la Universidad de Chile requiere contratar para su Facultad de Odontología, el servicio de retiro y eliminación de residuos especiales y peligrosos, según lo fundamentado por el Coordinador de Servicios Generales de la Facultad de Odontología.;CLP;PUBLICADO;DISPONIBLE;17.000.000;UNIVERSIDAD DE CHILE
2284-294-L121;SUMINISTRO DE RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS - SOLICITUD N 43700;L1;Adjudicada a uno o varios proveedores;08/11/2021 11:13:00;EL SERVICIO REQUERIDO SE ENCUENTRA DETALLADO EN BASES TECNICAS ADJUNTAS AL PROCESO.  SE SOLICITA ANALIZAR BASES, EN CASO DE TENER ALGUNA DUDA O CONSULTA, SE DEBE REALIZAR MEDIANTE EL FORO. DE FORMA OBLIGATORIA. LA OFERTA SE DEBE PRESENTAR EN LOS FORMULARIOS ADJUNTOS AL PROCESO. ;CLP;PUBLICADO;DISPONIBLE;5.284.200;I MUNICIPALIDAD VALDIVIA
2292-58-LE21;Servicio de Recolección, Transporte y Disposición Final de Residuos Especiales y Peligrosos, Departamento Comunal de Salud, Talca, 2022;LE;Adjudicada a uno o varios proveedores;01/12/2021 15:53:00;Contratación servicio de recolección, trasporte, tratamiento y disposición final de residuos especiales y peligrosos generados en los Centros de Salud de Talca, para el año 2022. Lo anterior, en cumplimiento del Decreto Supremo Nº 06/09 del ministerio de Salud, Reglamento de Manejo de Residuos de Establecimientos de Atención de Salud (REAS). ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE TALCA
3766-2-L122;SERVICIO DE RETIRO DE REAS DEPARTAMENTO DE SALUD;L1;Adjudicada a uno o varios proveedores;14/01/2022 12:08:44;Obtener la recolección, transporte, tratamiento y disposición final de residuos especiales y peligrosos generados en los Centros de Salud de Pelarco.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE PELARCO
619568-14-LE21;SERVICIO DE RETIRO RESIDUOS NP 1018;LE;Adjudicada a uno o varios proveedores;19/11/2021 14:28:08;SE REQUIERE CONTRATAR EL SUMINISTRO DE RETIRO MENSUAL DE RESIDUOS ESPECIALES Y PELIGROSOS DE LA RED DE SALUD MUNICIPAL DE SAN FELIPE, SEGUN LO ESPECIFICADO EN BASES ADJUNTAS.  ESTA LICITACION CUENTA CON VISITA A TERRENO OBLIGATORIA, PARA EL DIA JUEVES 25 DE NOVIEMBRE DEL 2021, A LAS 10:00 HRS. EN CESFAM SEGISMUNDO ITURRA TAITO.;CLP;PUBLICADO;DISPONIBLE;23.953.000;I MUNICIPALIDAD DE SAN FELIPE
3632-7-L124;SEGUNDO LLAMADO SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS (REAS);L1;Adjudicada a uno o varios proveedores;14/02/2024 12:01:00;ADQUISICIÓN DE SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, DE LOS CENTROS DE SALUD DEPENDIENTES DEL DEPARTAMENTO DE SALUD DE LA MUNICIPALIDAD DE NOGALES. Para que la oferta sea admisible debe: Adjuntar toda la documentación (en español) solicitada en el apartado Nº2 de los Requerimientos técnicos.;CLP;PUBLICADO;DISPONIBLE;4.500.000;I MUNICIPALIDAD DE NOGALES
619568-14-LE22;SERVICIO DE RETIRO RESIDUOS NP 995;LE;Adjudicada a uno o varios proveedores;07/12/2022 16:58:58;SE REQUIERE CONTRATAR EL SUMINISTRO DE RETIRO MENSUAL DE RESIDUOS ESPECIALES Y PELIGROSOS DE LA RED DE SALUD MUNICIPAL DE SAN FELIPE, SEGUN LO ESPECIFICADO EN BASES ADJUNTAS. ESTA LICITACION CUENTA CON VISITA A TERRENO OBLIGATORIA, PARA EL DIA MARTES 13 DE DICIEMBRE DEL 2022, A LAS 10:00 HRS. EN CESFAM SEGISMUNDO ITURRA TAITO.;CLP;PUBLICADO;DISPONIBLE;29.990.781;I MUNICIPALIDAD DE SAN FELIPE
575061-3-LE23;RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS;LE;Adjudicada a uno o varios proveedores;24/01/2023 15:08:54;SE REQUIERE LA CONTRATACIÓN DEL SERVICIO DE RETIRO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS, PARA LAS UNIDADES DE LA PDI A NIVEL NACIONAL.;CLP;PUBLICADO;DISPONIBLE;30.000.000;POLICIA DE INVESTIGACIONES DE CHILE
769-48-LR23;RET Y DISP FINAL RESIDUOS ESP Y PELIG SSA PP34;LR;Adjudicada a uno o varios proveedores;27/04/2023 18:08:19;La presente propuesta pública tiene como objetivo contratar un servicio de retiro desde salas de almacenamiento de REAS de los establecimientos de atención de salud, que debe contemplar transporte, eliminación yo disposición final de RESIDUOS ESPECIALES Y PELIGROSOS, se deberá realizar contemplando lo establecido en los Títulos V y VI del DS Nº6 del 2009, y Títulos IV, V y VI del DS Nº 148 del 2003, del MINSAL, respectivamente y lo establecido en el DS N° 298 de 1994 en lo que regula el transporte de cargas peligrosas por calles y caminos.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD ANTOFAGASTA DIRECCION
5020-3-L125;Contratación del Servicio de Retiro, Transporte y Eliminación de Residuos Especiales y Peligrosos para el Centro Clínico Militar “Punta Arenas”;L1;Adjudicada a uno o varios proveedores;07/04/2025 15:48:59;Contratación del Servicio de Retiro, Transporte y Eliminación de Residuos Especiales y Peligrosos para el Centro Clínico Militar “Punta Arenas”;CLP;PUBLICADO;DISPONIBLE;2.000.000;COMANDO DE APOYO A LA FUERZA
1057448-2-LE25;LP SUMINISTROS RETIRO RESIDUOS PELIGROSOS SST;LE;Adjudicada a uno o varios proveedores;04/03/2025 16:22:08;Que, el Servicio de Salud de Tarapacá tiene la necesidad de garantizar la adecuada recolección, traslado, retiro, almacenamiento, transporte y disposición final de residuos especiales, peligrosos y reciclados generados en sus dependencias, para dar cumplimiento a las disposiciones legales y normativas aplicables en esta materia, entre ellas el Decreto Supremo N° 62009 del Ministerio de Salud, sobre manejo de residuos en establecimientos de atención de salud.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD IQUIQUE
